"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Location - spec/client_spec.rb:17","16104","Click on create and fill the client information to validate it was added""","Client Functionality","Thu May 15 03:53:33 CEST 2025","passed","Thu May 15 03:53:49 CEST 2025","","Create new client prospect","client_spec",""
